name,LCD_0,PLD_0,LFPD_0,volume_0,density_0,VF_0,PV_0,LCD_1,PLD_1,LFPD_1,volume_1,density_1,VF_1,PV_1,delta_PLD,delta_LCD,delta_PV
ZEHCAQ01_clean,4.1579,2.70618,4.12518,1054.33,2.02685,0.53,0.26149,3.67734,2.323,3.66716,826.49,2.58559,0.4186,0.161897,0.38318,0.48056,0.099593
ZETLER_clean,7.39984,6.73274,7.39984,2712.14,1.13583,0.5132,0.451829,7.55879,6.65342,7.55879,2777.59,1.10906,0.5082,0.458224,0.07932,0.15895,0.006395
ZIBRAD_clean,4.74916,3.37744,4.73796,3213.19,1.23131,0.4744,0.38528,4.74347,2.91607,4.73867,3035.74,1.30329,0.4244,0.325638,0.46137,0.00569,0.059642
ZIJVOF_clean,5.29078,3.31943,5.29078,2185.54,1.22582,0.5682,0.463527,4.96793,3.33454,4.95076,2113.47,1.26762,0.5338,0.421105,0.01511,0.32285,0.042422
ZIJVOF01_clean,5.27877,3.42429,5.23095,2186.52,1.22527,0.5618,0.458512,4.932,3.47702,4.932,2110.18,1.26959,0.5412,0.426278,0.05273,0.34677,0.032234
ZIJVOF02_clean,5.27888,3.36573,5.25458,2185.47,1.22585,0.5638,0.459924,4.96687,3.34192,4.96455,2113.7,1.26748,0.5386,0.424938,0.02381,0.31201,0.034986
ZIQJEQ_clean,9.10665,6.72938,9.10665,5740.01,0.629598,0.7376,1.17154,3.74882,1.15376,3.74882,2639.54,1.36914,0.3614,0.263961,5.57562,5.35783,0.907579
ZISFEO_clean,4.87558,4.08855,4.85885,1293.87,1.19653,0.5262,0.43977,2.85227,2.32657,2.79272,952.639,1.62513,0.3386,0.208353,1.76198,2.02331,0.231417
ZITWIK_clean,4.90324,2.58635,4.90324,537.266,1.47411,0.6122,0.415301,2.08162,1.54294,2.08162,350.713,2.25823,0.4022,0.178104,1.04341,2.82162,0.237197
ZOYKAB_clean,4.00169,3.32248,3.96521,1904.73,1.52777,0.424,0.277529,4.04098,3.3601,4.03092,1899.16,1.53225,0.4166,0.271889,0.03762,0.03929,0.00564
ZOYKEF_clean,5.38578,3.28005,5.36081,1197.94,1.30329,0.4998,0.383492,4.92741,3.73444,4.9143,1189.2,1.31286,0.4956,0.377496,0.45439,0.45837,0.005996
ZOZKAC_clean,4.06797,3.46022,4.0679,1927.93,1.50938,0.4332,0.287005,4.03756,3.35261,4.01681,1895.59,1.53513,0.4074,0.265384,0.10761,0.03041,0.021621
ZOZKEG_clean,7.97616,6.84258,7.93637,5154.91,1.12239,0.5586,0.497689,6.02458,3.85684,5.20094,4305.79,1.34373,0.4482,0.333549,2.98574,1.95158,0.16414
ZUKNAW_clean,11.20767,10.68371,10.98028,20253.2,0.962771,0.7746,0.804553,11.81368,10.40691,11.81368,23563.5,0.827518,0.7896,0.954179,0.2768,0.60601,0.149626
ZUTBIB_clean,5.89251,3.41929,5.89251,788.718,2.16043,0.5212,0.241248,5.4662,3.81564,5.4662,805.592,2.11517,0.5212,0.24641,0.39635,0.42631,0.005162
ZUTBUN_clean,4.42995,3.86732,4.34536,1861.92,2.2828,0.4624,0.202558,5.03237,3.78108,5.03237,1915.12,2.21939,0.4668,0.210329,0.08624,0.60242,0.007771
